label=QoSThread-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
63734.440,45.061
63779.535,45.095
63824.606,45.071
63869.656,45.050
63913.310,43.654
63958.380,45.070
64003.121,44.741
64048.193,45.072
64089.706,41.513
64131.280,41.574
64173.113,41.833
64218.229,45.116
64263.285,45.057
64307.430,44.145
64352.481,45.051
64397.594,45.113
64439.124,41.531
64484.205,45.080
64529.255,45.050
64574.301,45.046
64619.350,45.048
64664.396,45.046
64708.440,44.044
64753.105,44.665
64798.234,45.129
64843.287,45.053
64888.410,45.123
64933.464,45.054
64978.577,45.112
65023.629,45.053
65068.696,45.067
65113.736,45.040
65158.779,45.044
65203.825,45.045
65248.880,45.055
65289.501,40.621
65334.557,45.056
65379.671,45.114
65424.769,45.098
65469.885,45.115
65511.386,41.501
65556.440,45.054
65601.512,45.072
65646.576,45.064
65691.698,45.122
65733.838,42.139
65778.914,45.076
65822.598,43.685
65867.725,45.127
65912.845,45.120
65957.895,45.050
66002.958,45.063
66048.021,45.063
66093.124,45.103
66137.280,44.156
66182.352,45.072
66225.737,43.385
66270.810,45.073
66315.868,45.058
66360.917,45.049
66406.051,45.134
66450.327,44.276
66495.382,45.055
66540.500,45.119
66583.837,43.337
66626.273,42.436
66671.327,45.054
66716.381,45.054
66761.449,45.068
66805.488,44.039
66850.560,45.072
66893.124,42.565
66938.176,45.052
66983.225,45.049
67028.336,45.112
67073.388,45.051
67118.435,45.047
67163.493,45.058
67207.254,43.761
67252.315,45.061
67297.393,45.078
67342.440,45.048
67387.561,45.121
67432.498,44.937
67477.678,45.180
67521.841,44.163
67566.896,45.055
67611.955,45.058
67657.014,45.059
67702.071,45.057
67747.144,45.073
67792.228,45.084
67837.290,45.062
67882.337,45.047
67927.376,45.039
67972.414,45.039
